word,War_and_Peace_count,War_and_Peace_per10k,Anna_Karenina_count,Anna_Karenina_per10k
agreeably,4,0.13361035213008304,4,0.2323946525990437
circumstantially,1,0.03340258803252076,0,0.0
excessive,3,0.10020776409756228,2,0.11619732629952186
vient,1,0.03340258803252076,0,0.0
warehouses,1,0.03340258803252076,0,0.0
identify,1,0.03340258803252076,0,0.0
yells,4,0.13361035213008304,0,0.0
hadn't,8,0.2672207042601661,14,0.8133812840966529
squadrons,5,0.1670129401626038,0,0.0
germany,4,0.13361035213008304,2,0.11619732629952186
childishness,2,0.06680517606504152,3,0.17429598944928276
omnibuses,0,0.0,1,0.05809866314976093
inner,26,0.8684672888455398,24,1.394367915594262
buckle,3,0.10020776409756228,0,0.0
jar,1,0.03340258803252076,2,0.11619732629952186
semidark,1,0.03340258803252076,0,0.0
embarrassment,17,0.5678439965528529,16,0.9295786103961748
clambered,2,0.06680517606504152,3,0.17429598944928276
relic,1,0.03340258803252076,3,0.17429598944928276
afford,1,0.03340258803252076,1,0.05809866314976093
beseech,1,0.03340258803252076,7,0.40669064204832645
stuff,5,0.1670129401626038,5,0.2904933157488046
flail,1,0.03340258803252076,0,0.0
put,271,9.052101356813125,302,17.5457962712278
en,9,0.3006232922926868,1,0.05809866314976093
defender,1,0.03340258803252076,0,0.0
chaffingly,1,0.03340258803252076,0,0.0
doing,141,4.709764912585427,134,7.7852208620679635
forsaken,3,0.10020776409756228,1,0.05809866314976093
mihalitch,0,0.0,3,0.17429598944928276
protest,0,0.0,2,0.11619732629952186
maiden,10,0.3340258803252076,1,0.05809866314976093
purify,4,0.13361035213008304,0,0.0
lesser,17,0.5678439965528529,0,0.0
emancipation,2,0.06680517606504152,9,0.5228879683478483
punt,1,0.03340258803252076,0,0.0
refuses,1,0.03340258803252076,2,0.11619732629952186
wiping,14,0.4676362324552906,7,0.40669064204832645
stretches,3,0.10020776409756228,0,0.0
heartless,4,0.13361035213008304,3,0.17429598944928276
stocked,1,0.03340258803252076,0,0.0
krupov,0,0.0,1,0.05809866314976093
bay,7,0.2338181162276453,4,0.2323946525990437
funny,16,0.5344414085203322,5,0.2904933157488046
dozing,5,0.1670129401626038,5,0.2904933157488046
mothers,6,0.20041552819512456,4,0.2323946525990437
grasslands,0,0.0,1,0.05809866314976093
insight,2,0.06680517606504152,6,0.3485919788985655
scales,3,0.10020776409756228,1,0.05809866314976093
ouh,2,0.06680517606504152,0,0.0
artifice,1,0.03340258803252076,0,0.0
riot,5,0.1670129401626038,0,0.0
bathed,5,0.1670129401626038,2,0.11619732629952186
poulet,0,0.0,1,0.05809866314976093
dating,1,0.03340258803252076,1,0.05809866314976093
scruple,2,0.06680517606504152,0,0.0
l'allemand,0,0.0,1,0.05809866314976093
spoils,1,0.03340258803252076,1,0.05809866314976093
sludin,0,0.0,5,0.2904933157488046
tunics,1,0.03340258803252076,0,0.0
fastening,1,0.03340258803252076,3,0.17429598944928276
tower,6,0.20041552819512456,0,0.0
banter,2,0.06680517606504152,1,0.05809866314976093
geniuses,2,0.06680517606504152,0,0.0
icon,43,1.4363112853983928,0,0.0
patroness,2,0.06680517606504152,0,0.0
circlet,1,0.03340258803252076,0,0.0
moscovite,1,0.03340258803252076,0,0.0
unvarying,1,0.03340258803252076,2,0.11619732629952186
brusque,1,0.03340258803252076,0,0.0
conducted,11,0.3674284683577283,3,0.17429598944928276
engineers,0,0.0,2,0.11619732629952186
submitting,7,0.2338181162276453,0,0.0
shrinking,2,0.06680517606504152,1,0.05809866314976093
copper,0,0.0,1,0.05809866314976093
inevitably,20,0.6680517606504152,9,0.5228879683478483
waiter's,0,0.0,1,0.05809866314976093
leader,14,0.4676362324552906,0,0.0
warned,3,0.10020776409756228,2,0.11619732629952186
samara,0,0.0,1,0.05809866314976093
guewilla,1,0.03340258803252076,0,0.0
synod,3,0.10020776409756228,2,0.11619732629952186
buonapartists,1,0.03340258803252076,0,0.0
hints,10,0.3340258803252076,3,0.17429598944928276
alexandre,2,0.06680517606504152,0,0.0
smart,20,0.6680517606504152,21,1.2200719261449795
lived,74,2.471791514406536,64,3.7183144415846994
surlier,1,0.03340258803252076,0,0.0
bush,5,0.1670129401626038,10,0.5809866314976092
generations,4,0.13361035213008304,1,0.05809866314976093
wretches,5,0.1670129401626038,1,0.05809866314976093
property,39,1.3027009332683097,28,1.6267625681933058
tempts,1,0.03340258803252076,0,0.0
amble,1,0.03340258803252076,1,0.05809866314976093
breath,23,0.7682595247479774,20,1.1619732629952184
grandfathers,1,0.03340258803252076,0,0.0
great,263,8.784880652552959,208,12.084521935150272
endeavors,3,0.10020776409756228,1,0.05809866314976093
listener,1,0.03340258803252076,2,0.11619732629952186
chubby,1,0.03340258803252076,2,0.11619732629952186
impart,2,0.06680517606504152,0,0.0
abashed,13,0.4342336444227699,3,0.17429598944928276
kursk,1,0.03340258803252076,2,0.11619732629952186
statutes,3,0.10020776409756228,0,0.0
perceptions,1,0.03340258803252076,1,0.05809866314976093
dumbly,1,0.03340258803252076,0,0.0
dangerous,37,1.235895757203268,12,0.697183957797131
disenchantment,0,0.0,1,0.05809866314976093
seriously,34,1.1356879931057058,17,0.9876772735459357
traveling,19,0.6346491726178944,6,0.3485919788985655
hovering,0,0.0,5,0.2904933157488046
deliberations,2,0.06680517606504152,0,0.0
demy,2,0.06680517606504152,0,0.0
wrangling,0,0.0,2,0.11619732629952186
behalf,12,0.40083105639024913,2,0.11619732629952186
ladled,0,0.0,1,0.05809866314976093
user,3,0.10020776409756228,0,0.0
slippery,3,0.10020776409756228,2,0.11619732629952186
repent,4,0.13361035213008304,4,0.2323946525990437
padlocks,1,0.03340258803252076,0,0.0
kissingen,0,0.0,1,0.05809866314976093
precluded,0,0.0,1,0.05809866314976093
occurrence,7,0.2338181162276453,0,0.0
writer's,0,0.0,2,0.11619732629952186
under,372,12.425762748097721,161,9.35388476711151
falsehoods,1,0.03340258803252076,1,0.05809866314976093
closes,1,0.03340258803252076,0,0.0
citadel,3,0.10020776409756228,0,0.0
valuable,10,0.3340258803252076,3,0.17429598944928276
hesitating,12,0.40083105639024913,5,0.2904933157488046
wobbahs,1,0.03340258803252076,0,0.0
exhausted,30,1.0020776409756227,9,0.5228879683478483
slaughtering,1,0.03340258803252076,0,0.0
warn,6,0.20041552819512456,6,0.3485919788985655
pauses,2,0.06680517606504152,1,0.05809866314976093
topics,5,0.1670129401626038,1,0.05809866314976093
nonsense,82,2.7390122186667023,33,1.9172558839421106
ascertained,1,0.03340258803252076,7,0.40669064204832645
cracked,9,0.3006232922926868,8,0.4647893051980874
stately,4,0.13361035213008304,1,0.05809866314976093
moments,48,1.6033242255609965,35,2.0334532102416323
entire,7,0.2338181162276453,0,0.0
correlation,1,0.03340258803252076,0,0.0
unique,2,0.06680517606504152,2,0.11619732629952186
choleric,2,0.06680517606504152,0,0.0
marched,23,0.7682595247479774,0,0.0
awoke,17,0.5678439965528529,2,0.11619732629952186
richer,2,0.06680517606504152,1,0.05809866314976093
thoughtless,0,0.0,2,0.11619732629952186
congress,1,0.03340258803252076,0,0.0
tchefirovka,0,0.0,1,0.05809866314976093
superiority,12,0.40083105639024913,5,0.2904933157488046
energies,1,0.03340258803252076,5,0.2904933157488046
robespierre,1,0.03340258803252076,0,0.0
pretty,70,2.3381811622764532,49,2.8468344943382853
horses,239,7.983218539772462,115,6.681346262222506
sails,0,0.0,1,0.05809866314976093
xix,24,0.8016621127804983,0,0.0
trod,2,0.06680517606504152,0,0.0
kits,2,0.06680517606504152,0,0.0
attacker,1,0.03340258803252076,0,0.0
passes,3,0.10020776409756228,1,0.05809866314976093
abstention,1,0.03340258803252076,0,0.0
turtle,2,0.06680517606504152,0,0.0
confounding,1,0.03340258803252076,1,0.05809866314976093
definiteness,1,0.03340258803252076,5,0.2904933157488046
novel,9,0.3006232922926868,8,0.4647893051980874
dumped,1,0.03340258803252076,0,0.0
flask,4,0.13361035213008304,0,0.0
stakes,2,0.06680517606504152,2,0.11619732629952186
intimidated,4,0.13361035213008304,1,0.05809866314976093
diverging,0,0.0,1,0.05809866314976093
berth,0,0.0,2,0.11619732629952186
oppression,1,0.03340258803252076,2,0.11619732629952186
insufferable,1,0.03340258803252076,3,0.17429598944928276
misdirected,2,0.06680517606504152,1,0.05809866314976093
commonplaces,0,0.0,2,0.11619732629952186
undercurrents,3,0.10020776409756228,0,0.0
tushkevitch,0,0.0,24,1.394367915594262
marshals,25,0.835064700813019,3,0.17429598944928276
pampered,1,0.03340258803252076,0,0.0
unravel,1,0.03340258803252076,0,0.0
atrocity,1,0.03340258803252076,0,0.0
reawoke,1,0.03340258803252076,0,0.0
sadder,2,0.06680517606504152,0,0.0
ambitious,2,0.06680517606504152,3,0.17429598944928276
forfeits,0,0.0,1,0.05809866314976093
ma,24,0.8016621127804983,4,0.2323946525990437
hypocritical,0,0.0,1,0.05809866314976093
excludes,1,0.03340258803252076,1,0.05809866314976093
tolstoy,3,0.10020776409756228,1,0.05809866314976093
overspreading,0,0.0,1,0.05809866314976093
schubert,2,0.06680517606504152,0,0.0
profligacy,1,0.03340258803252076,0,0.0
plowmen,1,0.03340258803252076,0,0.0
fetes,2,0.06680517606504152,0,0.0
strikes,1,0.03340258803252076,1,0.05809866314976093
surprised,59,1.9707526939187248,20,1.1619732629952184
severely,19,0.6346491726178944,13,0.755282620946892
wski,3,0.10020776409756228,0,0.0
throttling,1,0.03340258803252076,0,0.0
stipules,0,0.0,1,0.05809866314976093
estrangement,5,0.1670129401626038,2,0.11619732629952186
classified,0,0.0,3,0.17429598944928276
read,133,4.442544208325261,132,7.669023535768442
summit,2,0.06680517606504152,0,0.0
sleepiness,1,0.03340258803252076,0,0.0
picking,8,0.2672207042601661,17,0.9876772735459357
expletives,2,0.06680517606504152,0,0.0
joinest,0,0.0,2,0.11619732629952186
employees,1,0.03340258803252076,0,0.0
unequal,3,0.10020776409756228,2,0.11619732629952186
staff,136,4.542751972422823,4,0.2323946525990437
doings,8,0.2672207042601661,3,0.17429598944928276
befriended,1,0.03340258803252076,0,0.0
window,112,3.741089859642325,68,3.950709094183743
much,395,13.1940222728457,309,17.952486913276125
utterances,1,0.03340258803252076,1,0.05809866314976093
involved,5,0.1670129401626038,1,0.05809866314976093
procession,7,0.2338181162276453,0,0.0
cloak,53,1.7703371657236004,18,1.0457759366956967
immediately,130,4.342336444227699,99,5.751767651826332
tomber,0,0.0,1,0.05809866314976093
guest's,0,0.0,1,0.05809866314976093
k,45,1.503116461463434,2,0.11619732629952186
e,51,1.7035319896585588,11,0.6390852946473701
supporting,7,0.2338181162276453,6,0.3485919788985655
snatch,6,0.20041552819512456,2,0.11619732629952186
society's,1,0.03340258803252076,2,0.11619732629952186
yielding,7,0.2338181162276453,1,0.05809866314976093
duchess's,0,0.0,1,0.05809866314976093
dunyasha,0,0.0,3,0.17429598944928276
imputed,1,0.03340258803252076,0,0.0
hind,9,0.3006232922926868,11,0.6390852946473701
acclaimed,1,0.03340258803252076,0,0.0
interviews,0,0.0,4,0.2323946525990437
privileged,0,0.0,1,0.05809866314976093
properties,1,0.03340258803252076,0,0.0
honeymoons,1,0.03340258803252076,0,0.0
spheres,3,0.10020776409756228,3,0.17429598944928276
semidarkness,3,0.10020776409756228,0,0.0
bedclothes,1,0.03340258803252076,0,0.0
lispingly,1,0.03340258803252076,0,0.0
informing,8,0.2672207042601661,0,0.0
pear,2,0.06680517606504152,2,0.11619732629952186
shorten,1,0.03340258803252076,0,0.0
countess's,0,0.0,4,0.2323946525990437
bil,68,2.2713759862114116,0,0.0
blasius,1,0.03340258803252076,0,0.0
daren't,2,0.06680517606504152,0,0.0
fa,1,0.03340258803252076,0,0.0
vladimirsky,0,0.0,1,0.05809866314976093
prophet's,1,0.03340258803252076,0,0.0
alienated,1,0.03340258803252076,0,0.0
knowledge,45,1.503116461463434,33,1.9172558839421106
lauriston's,2,0.06680517606504152,0,0.0
accrue,1,0.03340258803252076,0,0.0
