word,War_and_Peace_count,War_and_Peace_per10k,Anna_Karenina_count,Anna_Karenina_per10k
convenient,6,0.20041552819512456,6,0.3485919788985655
nightcap,11,0.3674284683577283,2,0.11619732629952186
mania,2,0.06680517606504152,0,0.0
pouch,4,0.13361035213008304,0,0.0
tipsy,13,0.4342336444227699,2,0.11619732629952186
learners,0,0.0,1,0.05809866314976093
inflammable,3,0.10020776409756228,0,0.0
exert,2,0.06680517606504152,1,0.05809866314976093
elopement,1,0.03340258803252076,0,0.0
prices,3,0.10020776409756228,1,0.05809866314976093
theoretically,0,0.0,3,0.17429598944928276
interpreted,3,0.10020776409756228,4,0.2323946525990437
repress,6,0.20041552819512456,1,0.05809866314976093
manservant,2,0.06680517606504152,3,0.17429598944928276
witticisms,2,0.06680517606504152,0,0.0
toying,2,0.06680517606504152,0,0.0
keenest,0,0.0,2,0.11619732629952186
baptized,1,0.03340258803252076,0,0.0
equipage,2,0.06680517606504152,0,0.0
bonnets,0,0.0,1,0.05809866314976093
belle,1,0.03340258803252076,7,0.40669064204832645
lad's,1,0.03340258803252076,1,0.05809866314976093
seminarists,1,0.03340258803252076,0,0.0
balancing,1,0.03340258803252076,1,0.05809866314976093
crunching,2,0.06680517606504152,1,0.05809866314976093
chase,8,0.2672207042601661,2,0.11619732629952186
corner,90,3.006232922926868,42,2.440143852289959
pettily,0,0.0,1,0.05809866314976093
messages,0,0.0,1,0.05809866314976093
populated,1,0.03340258803252076,1,0.05809866314976093
convenience,1,0.03340258803252076,0,0.0
drawbacks,0,0.0,1,0.05809866314976093
speedily,0,0.0,1,0.05809866314976093
piano,1,0.03340258803252076,6,0.3485919788985655
officer's,22,0.7348569367154566,0,0.0
whispers,12,0.40083105639024913,0,0.0
occurrences,5,0.1670129401626038,0,0.0
fingers,59,1.9707526939187248,45,2.6144398417392414
canteen,6,0.20041552819512456,0,0.0
flopped,4,0.13361035213008304,0,0.0
gatherings,4,0.13361035213008304,0,0.0
receded,4,0.13361035213008304,0,0.0
system,9,0.3006232922926868,33,1.9172558839421106
penitence,1,0.03340258803252076,0,0.0
exploration,0,0.0,1,0.05809866314976093
thud,9,0.3006232922926868,3,0.17429598944928276
peter,41,1.3695061093333512,2,0.11619732629952186
rectitude,2,0.06680517606504152,0,0.0
whisper,45,1.503116461463434,22,1.2781705892947401
j'ai,2,0.06680517606504152,1,0.05809866314976093
dirtiness,0,0.0,1,0.05809866314976093
development,4,0.13361035213008304,21,1.2200719261449795
auersperg,11,0.3674284683577283,0,0.0
sang,33,1.1022854050731852,9,0.5228879683478483
beastly,0,0.0,2,0.11619732629952186
scrubbed,1,0.03340258803252076,0,0.0
l'empereur,21,0.701454348682936,0,0.0
confessed,7,0.2338181162276453,3,0.17429598944928276
eyelashes,1,0.03340258803252076,4,0.2323946525990437
d'autre,1,0.03340258803252076,0,0.0
tzburgs,0,0.0,1,0.05809866314976093
beloved,16,0.5344414085203322,5,0.2904933157488046
illustration,0,0.0,2,0.11619732629952186
stirring,9,0.3006232922926868,6,0.3485919788985655
colt,0,0.0,1,0.05809866314976093
napol,5,0.1670129401626038,0,0.0
kopecks,0,0.0,4,0.2323946525990437
measured,10,0.3340258803252076,3,0.17429598944928276
harms,2,0.06680517606504152,0,0.0
smashed,7,0.2338181162276453,2,0.11619732629952186
stroll,0,0.0,2,0.11619732629952186
joint,2,0.06680517606504152,2,0.11619732629952186
varying,5,0.1670129401626038,0,0.0
alternating,1,0.03340258803252076,0,0.0
inhaling,3,0.10020776409756228,1,0.05809866314976093
responding,1,0.03340258803252076,2,0.11619732629952186
bludgeon,1,0.03340258803252076,0,0.0
wicked,9,0.3006232922926868,8,0.4647893051980874
height,22,0.7348569367154566,14,0.8133812840966529
cocottes,1,0.03340258803252076,0,0.0
contrives,2,0.06680517606504152,0,0.0
gueules,2,0.06680517606504152,0,0.0
lent,2,0.06680517606504152,9,0.5228879683478483
crimes,9,0.3006232922926868,0,0.0
channel,5,0.1670129401626038,2,0.11619732629952186
mordvinsky,0,0.0,1,0.05809866314976093
reproached,15,0.5010388204878113,4,0.2323946525990437
settee,0,0.0,1,0.05809866314976093
academy,1,0.03340258803252076,3,0.17429598944928276
irregularly,2,0.06680517606504152,2,0.11619732629952186
boasting,2,0.06680517606504152,0,0.0
cone,4,0.13361035213008304,0,0.0
instruments,1,0.03340258803252076,2,0.11619732629952186
research,3,0.10020776409756228,0,0.0
copses,2,0.06680517606504152,0,0.0
tiutkin,0,0.0,3,0.17429598944928276
naked,22,0.7348569367154566,8,0.4647893051980874
stealthily,4,0.13361035213008304,1,0.05809866314976093
roost,0,0.0,3,0.17429598944928276
removed,37,1.235895757203268,3,0.17429598944928276
throng,10,0.3340258803252076,3,0.17429598944928276
company's,1,0.03340258803252076,0,0.0
allured,1,0.03340258803252076,0,0.0
routes,1,0.03340258803252076,0,0.0
professor's,0,0.0,1,0.05809866314976093
prosecutor,0,0.0,3,0.17429598944928276
guelder,0,0.0,1,0.05809866314976093
cackle,1,0.03340258803252076,0,0.0
expressive,2,0.06680517606504152,4,0.2323946525990437
cutlets,2,0.06680517606504152,0,0.0
soirees,5,0.1670129401626038,0,0.0
horsecloths,4,0.13361035213008304,1,0.05809866314976093
disdainful,2,0.06680517606504152,0,0.0
cases,24,0.8016621127804983,18,1.0457759366956967
yko,1,0.03340258803252076,0,0.0
fatality,0,0.0,1,0.05809866314976093
interlarding,1,0.03340258803252076,0,0.0
feasible,2,0.06680517606504152,0,0.0
management,12,0.40083105639024913,13,0.755282620946892
lessive,0,0.0,2,0.11619732629952186
peoples,33,1.1022854050731852,5,0.2904933157488046
thief,4,0.13361035213008304,3,0.17429598944928276
getting,77,2.5719992785040984,174,10.1091673880584
noah,0,0.0,1,0.05809866314976093
secrets,13,0.4342336444227699,5,0.2904933157488046
yesterday,44,1.4697138734309132,68,3.950709094183743
comparatively,2,0.06680517606504152,0,0.0
chatting,1,0.03340258803252076,6,0.3485919788985655
foresight,2,0.06680517606504152,0,0.0
progenitors,1,0.03340258803252076,0,0.0
bedsores,0,0.0,2,0.11619732629952186
miscreant,1,0.03340258803252076,0,0.0
bid,2,0.06680517606504152,1,0.05809866314976093
lagged,7,0.2338181162276453,1,0.05809866314976093
communication,13,0.4342336444227699,9,0.5228879683478483
latterly,9,0.3006232922926868,0,0.0
hardy,1,0.03340258803252076,0,0.0
center,48,1.6033242255609965,13,0.755282620946892
idol,1,0.03340258803252076,0,0.0
paunch,1,0.03340258803252076,0,0.0
devoutly,1,0.03340258803252076,1,0.05809866314976093
consequent,4,0.13361035213008304,4,0.2323946525990437
furry,1,0.03340258803252076,0,0.0
farthing,0,0.0,5,0.2904933157488046
substitute,3,0.10020776409756228,1,0.05809866314976093
lantern,3,0.10020776409756228,2,0.11619732629952186
goals,1,0.03340258803252076,0,0.0
sympathetically,4,0.13361035213008304,4,0.2323946525990437
carousal,1,0.03340258803252076,0,0.0
cowshed,3,0.10020776409756228,0,0.0
gray,86,2.8726225707967856,45,2.6144398417392414
lectures,3,0.10020776409756228,1,0.05809866314976093
sprees,2,0.06680517606504152,0,0.0
patronage,6,0.20041552819512456,1,0.05809866314976093
disdained,0,0.0,1,0.05809866314976093
visiting,9,0.3006232922926868,3,0.17429598944928276
tip,1,0.03340258803252076,4,0.2323946525990437
establishing,2,0.06680517606504152,1,0.05809866314976093
tragedy,0,0.0,6,0.3485919788985655
steed,0,0.0,2,0.11619732629952186
dimensions,4,0.13361035213008304,1,0.05809866314976093
rustic,1,0.03340258803252076,0,0.0
repose,4,0.13361035213008304,8,0.4647893051980874
twice,53,1.7703371657236004,14,0.8133812840966529
convulsive,5,0.1670129401626038,0,0.0
best,128,4.275531268162657,101,5.867964978125853
notre,3,0.10020776409756228,0,0.0
platoche,3,0.10020776409756228,0,0.0
korsunsky's,0,0.0,2,0.11619732629952186
person,76,2.5385966904715778,75,4.357399736232069
diffused,4,0.13361035213008304,1,0.05809866314976093
known,147,4.910180440780552,63,3.6602157784349383
studied,9,0.3006232922926868,11,0.6390852946473701
serait,1,0.03340258803252076,0,0.0
rhythmically,5,0.1670129401626038,6,0.3485919788985655
abrupt,6,0.20041552819512456,4,0.2323946525990437
sea,19,0.6346491726178944,14,0.8133812840966529
nod,4,0.13361035213008304,3,0.17429598944928276
ejus,0,0.0,3,0.17429598944928276
imperturbable,3,0.10020776409756228,0,0.0
sombre,1,0.03340258803252076,0,0.0
diva,0,0.0,1,0.05809866314976093
recollecting,0,0.0,12,0.697183957797131
acknowledge,6,0.20041552819512456,4,0.2323946525990437
hosanna,1,0.03340258803252076,0,0.0
snorting,3,0.10020776409756228,4,0.2323946525990437
yank,3,0.10020776409756228,0,0.0
fez,1,0.03340258803252076,0,0.0
flowing,12,0.40083105639024913,2,0.11619732629952186
gentlemen's,1,0.03340258803252076,0,0.0
secured,6,0.20041552819512456,0,0.0
communion,7,0.2338181162276453,0,0.0
subsequent,2,0.06680517606504152,1,0.05809866314976093
fattened,2,0.06680517606504152,0,0.0
incumbent,3,0.10020776409756228,0,0.0
pestsov,0,0.0,36,2.0915518733913934
towards,0,0.0,173,10.05106872490864
mount,12,0.40083105639024913,4,0.2323946525990437
immediate,10,0.3340258803252076,3,0.17429598944928276
dappled,1,0.03340258803252076,0,0.0
crutches,1,0.03340258803252076,0,0.0
freemasonry,18,0.6012465845853736,0,0.0
composite,1,0.03340258803252076,1,0.05809866314976093
leather,20,0.6680517606504152,11,0.6390852946473701
learn,18,0.6012465845853736,19,1.1038745998454575
palms,4,0.13361035213008304,1,0.05809866314976093
uncover,1,0.03340258803252076,5,0.2904933157488046
feokt,2,0.06680517606504152,0,0.0
assessor,1,0.03340258803252076,0,0.0
artificial,14,0.4676362324552906,7,0.40669064204832645
supper,55,1.8371423417886417,34,1.9753545470918714
migration,4,0.13361035213008304,0,0.0
sventsy,5,0.1670129401626038,0,0.0
upraised,1,0.03340258803252076,0,0.0
floating,7,0.2338181162276453,8,0.4647893051980874
penthouse,2,0.06680517606504152,0,0.0
harness,24,0.8016621127804983,5,0.2904933157488046
tver,7,0.2338181162276453,6,0.3485919788985655
touch,33,1.1022854050731852,20,1.1619732629952184
threescore,1,0.03340258803252076,0,0.0
proclamations,2,0.06680517606504152,0,0.0
harrier,1,0.03340258803252076,0,0.0
shapes,2,0.06680517606504152,2,0.11619732629952186
covenant,0,0.0,2,0.11619732629952186
merveilles,0,0.0,1,0.05809866314976093
eggshell,1,0.03340258803252076,0,0.0
noses,6,0.20041552819512456,1,0.05809866314976093
sect,2,0.06680517606504152,0,0.0
augustin,2,0.06680517606504152,0,0.0
spyer,1,0.03340258803252076,0,0.0
thoughtlessness,0,0.0,1,0.05809866314976093
awaits,7,0.2338181162276453,3,0.17429598944928276
eyebrows,32,1.0688828170406643,15,0.8714799472464139
suits,4,0.13361035213008304,2,0.11619732629952186
sneezed,0,0.0,2,0.11619732629952186
koloch,16,0.5344414085203322,0,0.0
scythes,0,0.0,9,0.5228879683478483
attributed,14,0.4676362324552906,1,0.05809866314976093
spiritually,1,0.03340258803252076,2,0.11619732629952186
merry,52,1.7369345776910796,13,0.755282620946892
ee,0,0.0,2,0.11619732629952186
legs,101,3.373661391284597,67,3.8926104310339817
intuition,1,0.03340258803252076,1,0.05809866314976093
chic,0,0.0,1,0.05809866314976093
wastes,0,0.0,1,0.05809866314976093
owner,10,0.3340258803252076,0,0.0
distract,4,0.13361035213008304,4,0.2323946525990437
concise,2,0.06680517606504152,1,0.05809866314976093
antipathetic,1,0.03340258803252076,0,0.0
whirring,2,0.06680517606504152,1,0.05809866314976093
opportunity,33,1.1022854050731852,8,0.4647893051980874
sergeant,38,1.2692983452357889,0,0.0
shares,0,0.0,4,0.2323946525990437
careless,12,0.40083105639024913,3,0.17429598944928276
bumblebee,1,0.03340258803252076,1,0.05809866314976093
grunting,2,0.06680517606504152,0,0.0
attempts,10,0.3340258803252076,4,0.2323946525990437
designation,3,0.10020776409756228,1,0.05809866314976093
aspen,3,0.10020776409756228,9,0.5228879683478483
ominous,1,0.03340258803252076,0,0.0
instituted,0,0.0,2,0.11619732629952186
obscurities,1,0.03340258803252076,0,0.0
total,7,0.2338181162276453,0,0.0
egyptians,1,0.03340258803252076,0,0.0
glancing,73,2.4383889263740155,53,3.0792291469373287
hue,0,0.0,1,0.05809866314976093
talker,0,0.0,1,0.05809866314976093
wealth,22,0.7348569367154566,13,0.755282620946892
horse's,15,0.5010388204878113,3,0.17429598944928276
overstrained,1,0.03340258803252076,2,0.11619732629952186
counting,11,0.3674284683577283,27,1.568663905043545
bugs,0,0.0,1,0.05809866314976093
dependence,12,0.40083105639024913,4,0.2323946525990437
bedroom,24,0.8016621127804983,36,2.0915518733913934
nonchalantly,1,0.03340258803252076,0,0.0
suggestion,9,0.3006232922926868,4,0.2323946525990437
downcast,13,0.4342336444227699,3,0.17429598944928276
mihailov,0,0.0,38,2.207749199690915
privat,1,0.03340258803252076,0,0.0
converge,1,0.03340258803252076,0,0.0
oilcloth,0,0.0,1,0.05809866314976093
footsteps,26,0.8684672888455398,6,0.3485919788985655
gloat,2,0.06680517606504152,0,0.0
doubts,24,0.8016621127804983,21,1.2200719261449795
stentorian,1,0.03340258803252076,0,0.0
pierce,1,0.03340258803252076,0,0.0
ya,39,1.3027009332683097,0,0.0
cautious,4,0.13361035213008304,0,0.0
shrilly,1,0.03340258803252076,3,0.17429598944928276
ossible,2,0.06680517606504152,0,0.0
efficiency,1,0.03340258803252076,0,0.0
reinspected,1,0.03340258803252076,0,0.0
lmin,3,0.10020776409756228,0,0.0
bivouac,4,0.13361035213008304,0,0.0
impressionable,1,0.03340258803252076,0,0.0
still,676,22.580149509984032,428,24.866227828097674
hoping,18,0.6012465845853736,21,1.2200719261449795
archdeacon,0,0.0,1,0.05809866314976093
donned,7,0.2338181162276453,0,0.0
troops,262,8.75147806452044,0,0.0
aggrandizement,4,0.13361035213008304,0,0.0
forme,1,0.03340258803252076,0,0.0
med,1,0.03340258803252076,0,0.0
proffering,0,0.0,1,0.05809866314976093
submitted,12,0.40083105639024913,1,0.05809866314976093
dochots,0,0.0,1,0.05809866314976093
voe,2,0.06680517606504152,0,0.0
scab,1,0.03340258803252076,0,0.0
migrations,3,0.10020776409756228,0,0.0
rubber,2,0.06680517606504152,0,0.0
dust,24,0.8016621127804983,17,0.9876772735459357
theirs,10,0.3340258803252076,6,0.3485919788985655
nka,10,0.3340258803252076,0,0.0
ordre,1,0.03340258803252076,0,0.0
republican,5,0.1670129401626038,0,0.0
ostentatiously,1,0.03340258803252076,0,0.0
passion,17,0.5678439965528529,33,1.9172558839421106
immersed,2,0.06680517606504152,0,0.0
bite,1,0.03340258803252076,5,0.2904933157488046
valve,1,0.03340258803252076,0,0.0
firmer,1,0.03340258803252076,2,0.11619732629952186
wastepaper,0,0.0,1,0.05809866314976093
toyshop,1,0.03340258803252076,0,0.0
sedge,0,0.0,3,0.17429598944928276
explanations,8,0.2672207042601661,3,0.17429598944928276
hofs,2,0.06680517606504152,0,0.0
conversational,1,0.03340258803252076,0,0.0
investigated,0,0.0,3,0.17429598944928276
unsuited,1,0.03340258803252076,0,0.0
alexyevitch,0,0.0,4,0.2323946525990437
limbered,1,0.03340258803252076,0,0.0
accord,24,0.8016621127804983,6,0.3485919788985655
bracelets,1,0.03340258803252076,1,0.05809866314976093
promenades,1,0.03340258803252076,0,0.0
chna,2,0.06680517606504152,0,0.0
tales,12,0.40083105639024913,1,0.05809866314976093
bashful,1,0.03340258803252076,1,0.05809866314976093
detach,2,0.06680517606504152,0,0.0
unloaded,3,0.10020776409756228,0,0.0
angelically,1,0.03340258803252076,0,0.0
agent,2,0.06680517606504152,0,0.0
ts,12,0.40083105639024913,0,0.0
abstiens,1,0.03340258803252076,0,0.0
fruitlessly,0,0.0,1,0.05809866314976093
horsecloth,1,0.03340258803252076,1,0.05809866314976093
expression,301,10.054178997788748,192,11.154943324754097
pronounce,3,0.10020776409756228,4,0.2323946525990437
lili,0,0.0,1,0.05809866314976093
arbaty,0,0.0,1,0.05809866314976093
schon,1,0.03340258803252076,0,0.0
surrendering,2,0.06680517606504152,0,0.0
who'll,2,0.06680517606504152,1,0.05809866314976093
innombrables,2,0.06680517606504152,0,0.0
repainted,0,0.0,1,0.05809866314976093
sip,1,0.03340258803252076,0,0.0
italian's,3,0.10020776409756228,0,0.0
genuine,4,0.13361035213008304,11,0.6390852946473701
khandrik,1,0.03340258803252076,0,0.0
madmen,1,0.03340258803252076,0,0.0
sparkle,3,0.10020776409756228,0,0.0
charters,1,0.03340258803252076,0,0.0
mournful,10,0.3340258803252076,7,0.40669064204832645
unsoundly,1,0.03340258803252076,0,0.0
aside,60,2.0041552819512454,11,0.6390852946473701
sublieutenancy,1,0.03340258803252076,0,0.0
elder,36,1.2024931691707472,29,1.6848612313430669
scars,1,0.03340258803252076,0,0.0
kiril,4,0.13361035213008304,0,0.0
prodigy,1,0.03340258803252076,0,0.0
float,3,0.10020776409756228,3,0.17429598944928276
guides,2,0.06680517606504152,0,0.0
mathematician,1,0.03340258803252076,1,0.05809866314976093
curving,2,0.06680517606504152,1,0.05809866314976093
abounding,1,0.03340258803252076,0,0.0
archive,13,0.4342336444227699,0,0.0
solid,3,0.10020776409756228,6,0.3485919788985655
presentable,1,0.03340258803252076,0,0.0
simpler,4,0.13361035213008304,6,0.3485919788985655
manured,0,0.0,1,0.05809866314976093
deprav,0,0.0,1,0.05809866314976093
punished,16,0.5344414085203322,9,0.5228879683478483
conviction,29,0.968675052943102,21,1.2200719261449795
wish,188,6.279686550113903,43,2.4982425154397196
missing,11,0.3674284683577283,5,0.2904933157488046
n,429,14.329710265951405,7,0.40669064204832645
sait,4,0.13361035213008304,0,0.0
hasn't,7,0.2338181162276453,10,0.5809866314976092
it'll,3,0.10020776409756228,20,1.1619732629952184
inexpressible,1,0.03340258803252076,0,0.0
foresee,5,0.1670129401626038,1,0.05809866314976093
brethren,3,0.10020776409756228,4,0.2323946525990437
fooling,0,0.0,1,0.05809866314976093
irreproachable,6,0.20041552819512456,2,0.11619732629952186
amoureuse,1,0.03340258803252076,0,0.0
another's,13,0.4342336444227699,0,0.0
oftenest,2,0.06680517606504152,0,0.0
lifetime,2,0.06680517606504152,1,0.05809866314976093
summer's,0,0.0,1,0.05809866314976093
mon,51,1.7035319896585588,6,0.3485919788985655
considerations,21,0.701454348682936,11,0.6390852946473701
cure,11,0.3674284683577283,4,0.2323946525990437
urope,1,0.03340258803252076,0,0.0
attaches,1,0.03340258803252076,1,0.05809866314976093
performer,1,0.03340258803252076,0,0.0
mayor,2,0.06680517606504152,0,0.0
aggressively,0,0.0,1,0.05809866314976093
toast,3,0.10020776409756228,1,0.05809866314976093
uncle's,22,0.7348569367154566,2,0.11619732629952186
seeming,7,0.2338181162276453,5,0.2904933157488046
embarrassments,1,0.03340258803252076,0,0.0
yesterday's,10,0.3340258803252076,5,0.2904933157488046
skirts,6,0.20041552819512456,5,0.2904933157488046
dessous,0,0.0,2,0.11619732629952186
unplaited,1,0.03340258803252076,0,0.0
descry,1,0.03340258803252076,0,0.0
rsten,5,0.1670129401626038,0,0.0
puzzling,0,0.0,2,0.11619732629952186
fagots,0,0.0,1,0.05809866314976093
wide,47,1.5699216375284757,26,1.510565241893784
cometh,1,0.03340258803252076,0,0.0
tornado,1,0.03340258803252076,0,0.0
ticket,1,0.03340258803252076,2,0.11619732629952186
replacement,5,0.1670129401626038,0,0.0
pilate,0,0.0,10,0.5809866314976092
intends,5,0.1670129401626038,0,0.0
reciprocated,1,0.03340258803252076,0,0.0
inaction,1,0.03340258803252076,0,0.0
communicating,1,0.03340258803252076,1,0.05809866314976093
enough,61,2.0375578699837664,72,4.183103746782787
ahahah,1,0.03340258803252076,0,0.0
inspirited,1,0.03340258803252076,0,0.0
decorum,4,0.13361035213008304,8,0.4647893051980874
begier,0,0.0,1,0.05809866314976093
apron,11,0.3674284683577283,5,0.2904933157488046
catherine's,8,0.2672207042601661,0,0.0
allied,3,0.10020776409756228,0,0.0
scrutinizing,5,0.1670129401626038,7,0.40669064204832645
jolting,5,0.1670129401626038,4,0.2323946525990437
nag,2,0.06680517606504152,1,0.05809866314976093
detriment,2,0.06680517606504152,1,0.05809866314976093
lelorgne,3,0.10020776409756228,0,0.0
sewed,1,0.03340258803252076,0,0.0
conductor,1,0.03340258803252076,8,0.4647893051980874
rumors,18,0.6012465845853736,2,0.11619732629952186
babies,3,0.10020776409756228,0,0.0
king's,3,0.10020776409756228,0,0.0
shatters,1,0.03340258803252076,0,0.0
breathed,6,0.20041552819512456,5,0.2904933157488046
springtime,2,0.06680517606504152,0,0.0
eat,43,1.4363112853983928,24,1.394367915594262
cordially,7,0.2338181162276453,2,0.11619732629952186
ntsova,1,0.03340258803252076,0,0.0
screen,10,0.3340258803252076,11,0.6390852946473701
fieldglass,1,0.03340258803252076,0,0.0
seducer,2,0.06680517606504152,0,0.0
moving,119,3.9749079758699706,63,3.6602157784349383
diligently,2,0.06680517606504152,0,0.0
culminating,2,0.06680517606504152,0,0.0
thing's,0,0.0,8,0.4647893051980874
instincts,1,0.03340258803252076,2,0.11619732629952186
firs,3,0.10020776409756228,0,0.0
fleecy,1,0.03340258803252076,2,0.11619732629952186
suspect,2,0.06680517606504152,3,0.17429598944928276
bunt,1,0.03340258803252076,0,0.0
fertile,2,0.06680517606504152,0,0.0
breakfasting,2,0.06680517606504152,0,0.0
imitations,0,0.0,1,0.05809866314976093
quoique,2,0.06680517606504152,0,0.0
thalers,0,0.0,1,0.05809866314976093
bustling,6,0.20041552819512456,1,0.05809866314976093
mercilessly,1,0.03340258803252076,0,0.0
metrov,0,0.0,22,1.2781705892947401
peer,1,0.03340258803252076,0,0.0
barbarian,1,0.03340258803252076,0,0.0
adroit,5,0.1670129401626038,2,0.11619732629952186
methods,10,0.3340258803252076,13,0.755282620946892
expresses,8,0.2672207042601661,0,0.0
apathetic,1,0.03340258803252076,1,0.05809866314976093
daniel'll,1,0.03340258803252076,0,0.0
hushed,5,0.1670129401626038,1,0.05809866314976093
duly,1,0.03340258803252076,4,0.2323946525990437
venue,1,0.03340258803252076,0,0.0
flaxen,0,0.0,4,0.2323946525990437
bessi,1,0.03340258803252076,0,0.0
corded,4,0.13361035213008304,0,0.0
turovtsin,0,0.0,20,1.1619732629952184
spiking,1,0.03340258803252076,0,0.0
mov,3,0.10020776409756228,0,0.0
nicholas,603,20.14176058361002,0,0.0
irrefutable,4,0.13361035213008304,0,0.0
ellipse,0,0.0,1,0.05809866314976093
responses,0,0.0,1,0.05809866314976093
immorality,0,0.0,3,0.17429598944928276
partner's,3,0.10020776409756228,0,0.0
hundredweight,1,0.03340258803252076,0,0.0
echoes,1,0.03340258803252076,0,0.0
retiring,7,0.2338181162276453,1,0.05809866314976093
undertook,3,0.10020776409756228,0,0.0
ribbon,17,0.5678439965528529,8,0.4647893051980874
hay,25,0.835064700813019,48,2.788735831188524
defensive,3,0.10020776409756228,1,0.05809866314976093
jocose,1,0.03340258803252076,1,0.05809866314976093
evna's,1,0.03340258803252076,0,0.0
squadron's,1,0.03340258803252076,0,0.0
monastery,6,0.20041552819512456,0,0.0
support,20,0.6680517606504152,28,1.6267625681933058
friendships,2,0.06680517606504152,1,0.05809866314976093
starts,3,0.10020776409756228,1,0.05809866314976093
plate,10,0.3340258803252076,6,0.3485919788985655
bazd,11,0.3674284683577283,0,0.0
revoir,11,0.3674284683577283,3,0.17429598944928276
emigrate,1,0.03340258803252076,0,0.0
zen,1,0.03340258803252076,0,0.0
grooms,2,0.06680517606504152,0,0.0
forgo,2,0.06680517606504152,0,0.0
cutting,14,0.4676362324552906,13,0.755282620946892
astounding,1,0.03340258803252076,1,0.05809866314976093
incompatibility,2,0.06680517606504152,0,0.0
metayers,0,0.0,1,0.05809866314976093
receiving,40,1.3361035213008303,16,0.9295786103961748
vronskys,0,0.0,3,0.17429598944928276
operative,0,0.0,1,0.05809866314976093
frigid,3,0.10020776409756228,10,0.5809866314976092
pyramids,2,0.06680517606504152,1,0.05809866314976093
performances,2,0.06680517606504152,0,0.0
nuts,5,0.1670129401626038,1,0.05809866314976093
five,100,3.340258803252076,75,4.357399736232069
relation,50,1.670129401626038,24,1.394367915594262
savary,4,0.13361035213008304,0,0.0
unfulfilled,1,0.03340258803252076,0,0.0
retreats,3,0.10020776409756228,0,0.0
thrust,20,0.6680517606504152,18,1.0457759366956967
dividing,4,0.13361035213008304,3,0.17429598944928276
coughs,0,0.0,1,0.05809866314976093
committeeman,1,0.03340258803252076,0,0.0
sav,7,0.2338181162276453,0,0.0
bob,1,0.03340258803252076,0,0.0
blessed,7,0.2338181162276453,7,0.40669064204832645
ploughed,0,0.0,7,0.40669064204832645
twopence,0,0.0,2,0.11619732629952186
brilliancy,1,0.03340258803252076,0,0.0
unresting,0,0.0,1,0.05809866314976093
trammeled,1,0.03340258803252076,0,0.0
places,49,1.6367268135935171,18,1.0457759366956967
provided,12,0.40083105639024913,5,0.2904933157488046
coalescence,1,0.03340258803252076,0,0.0
conventional,3,0.10020776409756228,3,0.17429598944928276
putrefaction,1,0.03340258803252076,0,0.0
recounted,5,0.1670129401626038,1,0.05809866314976093
fought,38,1.2692983452357889,2,0.11619732629952186
scut,2,0.06680517606504152,0,0.0
stand,52,1.7369345776910796,47,2.730637168038763
subordinate,7,0.2338181162276453,0,0.0
atlas,0,0.0,1,0.05809866314976093
disharmony,1,0.03340258803252076,0,0.0
idea,73,2.4383889263740155,104,6.042260967575136
moderately,1,0.03340258803252076,0,0.0
yegorushka,0,0.0,1,0.05809866314976093
drums,10,0.3340258803252076,0,0.0
valuables,3,0.10020776409756228,0,0.0
krilov's,0,0.0,1,0.05809866314976093
interpreting,0,0.0,1,0.05809866314976093
decorated,4,0.13361035213008304,3,0.17429598944928276
dmitrievna,0,0.0,3,0.17429598944928276
deported,2,0.06680517606504152,0,0.0
hare,31,1.0354802290081435,1,0.05809866314976093
frippery,0,0.0,1,0.05809866314976093
footprints,1,0.03340258803252076,0,0.0
incline,8,0.2672207042601661,0,0.0
speculator,0,0.0,1,0.05809866314976093
gets,16,0.5344414085203322,9,0.5228879683478483
doubled,4,0.13361035213008304,1,0.05809866314976093
invasion,15,0.5010388204878113,0,0.0
wineglasses,1,0.03340258803252076,0,0.0
smitten,0,0.0,1,0.05809866314976093
animation,29,0.968675052943102,1,0.05809866314976093
inhumanly,1,0.03340258803252076,0,0.0
harm,27,0.9018698768780605,17,0.9876772735459357
transitions,2,0.06680517606504152,2,0.11619732629952186
birdie,1,0.03340258803252076,0,0.0
tutors,8,0.2672207042601661,0,0.0
illuminations,1,0.03340258803252076,0,0.0
id,0,0.0,1,0.05809866314976093
wrecking,0,0.0,1,0.05809866314976093
reverend,0,0.0,2,0.11619732629952186
disagreeably,2,0.06680517606504152,1,0.05809866314976093
hands,262,8.75147806452044,222,12.897903219246924
heah,1,0.03340258803252076,0,0.0
sturdy,5,0.1670129401626038,4,0.2323946525990437
fear's,1,0.03340258803252076,0,0.0
whizzing,1,0.03340258803252076,1,0.05809866314976093
lovna's,1,0.03340258803252076,0,0.0
swinging,8,0.2672207042601661,12,0.697183957797131
rides,4,0.13361035213008304,0,0.0
few,171,5.711842553561049,77,4.473597062531591
angling,2,0.06680517606504152,3,0.17429598944928276
chastened,1,0.03340258803252076,0,0.0
distraught,4,0.13361035213008304,3,0.17429598944928276
expend,1,0.03340258803252076,0,0.0
ai,0,0.0,1,0.05809866314976093
citizen,1,0.03340258803252076,1,0.05809866314976093
doorkeeper,0,0.0,4,0.2323946525990437
tearing,8,0.2672207042601661,10,0.5809866314976092
bursting,5,0.1670129401626038,3,0.17429598944928276
warming,4,0.13361035213008304,0,0.0
prompter's,1,0.03340258803252076,0,0.0
