word,G2_signed,War_and_Peace_per10k,Anna_Karenina_per10k
t,125.60421530533624,6.680517606504152,0.5228879683478483
alp,124.45353785970136,4.576154560455344,0.0
tych,123.54511787532405,4.542751972422823,0.0
moscow,122.85557996546609,23.916253031284864,10.05106872490864
men,122.3848047143635,25.719992785040983,11.271140651053619
continued,121.79242607330652,7.181556426991963,0.755282620946892
mikh,121.72827790656925,4.475946796357782,0.0
dm,119.00301795343711,4.37573903226022,0.0
soldier,114.97720249575929,6.246283962081383,0.5228879683478483
rostopch,114.4609180315502,4.208726092097615,0.0
nsk,111.73565807841804,4.108518328000053,0.0
rode,110.83542140890373,7.44877713125213,1.0457759366956967
adjutant,109.76569725331031,5.3110114971708,0.2904933157488046
ylovna,109.0103981252859,4.008310563902491,0.0
sha's,109.0103981252859,4.008310563902491,0.0
enemy,108.47284355956211,6.914335722731797,0.8714799472464139
wounded,107.4413954876477,7.01454348682936,0.9295786103961748
russian,106.30043601242707,15.198177554796946,5.228879683478483
iv,106.28513817215375,3.908102799804929,0.0
prisoners,106.28513817215375,3.908102799804929,0.0
bourienne,105.37671818777636,3.874700211772408,0.0
