word,G2_signed,War_and_Peace_per10k,Anna_Karenina_per10k
space,2.391823399762453,1.3695061093333512,0.8714799472464139
intended,2.391823399762453,1.3695061093333512,0.8714799472464139
possibility,2.3664328200107985,2.0041552819512454,1.394367915594262
centuries,2.346055837192485,0.2338181162276453,0.05809866314976093
charred,2.346055837192485,0.2338181162276453,0.05809866314976093
sayings,2.346055837192485,0.2338181162276453,0.05809866314976093
taciturn,2.346055837192485,0.2338181162276453,0.05809866314976093
morning's,2.346055837192485,0.2338181162276453,0.05809866314976093
explains,2.346055837192485,0.2338181162276453,0.05809866314976093
available,2.346055837192485,0.2338181162276453,0.05809866314976093
bows,2.346055837192485,0.2338181162276453,0.05809866314976093
knelt,2.346055837192485,0.2338181162276453,0.05809866314976093
russia's,2.346055837192485,0.2338181162276453,0.05809866314976093
mot,2.346055837192485,0.2338181162276453,0.05809866314976093
disorderly,2.346055837192485,0.2338181162276453,0.05809866314976093
copying,2.346055837192485,0.2338181162276453,0.05809866314976093
coward,2.346055837192485,0.2338181162276453,0.05809866314976093
representing,2.346055837192485,0.2338181162276453,0.05809866314976093
spain,2.346055837192485,0.2338181162276453,0.05809866314976093
recommended,2.346055837192485,0.2338181162276453,0.05809866314976093
depraved,2.346055837192485,0.2338181162276453,0.05809866314976093
continuously,2.346055837192485,0.2338181162276453,0.05809866314976093
prettier,2.346055837192485,0.2338181162276453,0.05809866314976093
alluding,2.346055837192485,0.2338181162276453,0.05809866314976093
lagged,2.346055837192485,0.2338181162276453,0.05809866314976093
intervention,2.346055837192485,0.2338181162276453,0.05809866314976093
keys,2.346055837192485,0.2338181162276453,0.05809866314976093
participation,2.346055837192485,0.2338181162276453,0.05809866314976093
domain,2.346055837192485,0.2338181162276453,0.05809866314976093
arrest,2.346055837192485,0.2338181162276453,0.05809866314976093
charges,2.346055837192485,0.2338181162276453,0.05809866314976093
foreigner,2.346055837192485,0.2338181162276453,0.05809866314976093
factor,2.346055837192485,0.2338181162276453,0.05809866314976093
wednesday,2.346055837192485,0.2338181162276453,0.05809866314976093
blonde,2.346055837192485,0.2338181162276453,0.05809866314976093
almighty,2.346055837192485,0.2338181162276453,0.05809866314976093
thoughtfully,2.346055837192485,0.2338181162276453,0.05809866314976093
population,2.346055837192485,0.2338181162276453,0.05809866314976093
lovers,2.346055837192485,0.2338181162276453,0.05809866314976093
artillerymen,2.346055837192485,0.2338181162276453,0.05809866314976093
strides,2.346055837192485,0.2338181162276453,0.05809866314976093
coachman's,2.346055837192485,0.2338181162276453,0.05809866314976093
fancies,2.346055837192485,0.2338181162276453,0.05809866314976093
hears,2.346055837192485,0.2338181162276453,0.05809866314976093
rescued,2.346055837192485,0.2338181162276453,0.05809866314976093
priest's,2.346055837192485,0.2338181162276453,0.05809866314976093
retiring,2.346055837192485,0.2338181162276453,0.05809866314976093
possess,2.346055837192485,0.2338181162276453,0.05809866314976093
exile,2.346055837192485,0.2338181162276453,0.05809866314976093
merriment,2.346055837192485,0.2338181162276453,0.05809866314976093
crowned,2.346055837192485,0.2338181162276453,0.05809866314976093
cock,2.346055837192485,0.2338181162276453,0.05809866314976093
fulfillment,2.346055837192485,0.2338181162276453,0.05809866314976093
dip,2.346055837192485,0.2338181162276453,0.05809866314976093
rejoin,2.346055837192485,0.2338181162276453,0.05809866314976093
sealing,2.346055837192485,0.2338181162276453,0.05809866314976093
diamonds,2.346055837192485,0.2338181162276453,0.05809866314976093
singly,2.346055837192485,0.2338181162276453,0.05809866314976093
persian,2.346055837192485,0.2338181162276453,0.05809866314976093
owe,2.346055837192485,0.2338181162276453,0.05809866314976093
yielding,2.346055837192485,0.2338181162276453,0.05809866314976093
numerous,2.346055837192485,0.2338181162276453,0.05809866314976093
monotonous,2.346055837192485,0.2338181162276453,0.05809866314976093
proximity,2.346055837192485,0.2338181162276453,0.05809866314976093
overflowing,2.346055837192485,0.2338181162276453,0.05809866314976093
heir,2.346055837192485,0.2338181162276453,0.05809866314976093
procured,2.346055837192485,0.2338181162276453,0.05809866314976093
planning,2.346055837192485,0.2338181162276453,0.05809866314976093
inspection,2.346055837192485,0.2338181162276453,0.05809866314976093
incoherent,2.346055837192485,0.2338181162276453,0.05809866314976093
heaved,2.346055837192485,0.2338181162276453,0.05809866314976093
glitter,2.346055837192485,0.2338181162276453,0.05809866314976093
cleanliness,2.346055837192485,0.2338181162276453,0.05809866314976093
widely,2.346055837192485,0.2338181162276453,0.05809866314976093
rustling,2.346055837192485,0.2338181162276453,0.05809866314976093
contradictions,2.346055837192485,0.2338181162276453,0.05809866314976093
tortoise,2.346055837192485,0.2338181162276453,0.05809866314976093
morosely,2.346055837192485,0.2338181162276453,0.05809866314976093
karl,2.346055837192485,0.2338181162276453,0.05809866314976093
idiot,2.346055837192485,0.2338181162276453,0.05809866314976093
fodder,2.346055837192485,0.2338181162276453,0.05809866314976093
retain,2.346055837192485,0.2338181162276453,0.05809866314976093
dozed,2.346055837192485,0.2338181162276453,0.05809866314976093
dances,2.346055837192485,0.2338181162276453,0.05809866314976093
gr,2.346055837192485,0.2338181162276453,0.05809866314976093
frowned,2.3457064351326355,1.4363112853983928,0.9295786103961748
dozen,2.3437808279239087,0.6012465845853736,0.2904933157488046
roads,2.3437808279239087,0.6012465845853736,0.2904933157488046
situation,2.3437808279239087,0.6012465845853736,0.2904933157488046
knocked,2.3437808279239087,0.6012465845853736,0.2904933157488046
grant,2.3437808279239087,0.6012465845853736,0.2904933157488046
uneasily,2.3437808279239087,0.6012465845853736,0.2904933157488046
capacity,2.3437808279239087,0.6012465845853736,0.2904933157488046
whispering,2.3437808279239087,0.6012465845853736,0.2904933157488046
dim,2.3437808279239087,0.6012465845853736,0.2904933157488046
au,2.3437808279239087,0.6012465845853736,0.2904933157488046
rolling,2.3437808279239087,0.6012465845853736,0.2904933157488046
fifteen,2.3368471243682754,1.0688828170406643,0.6390852946473701
armchair,2.3368471243682754,1.0688828170406643,0.6390852946473701
hold,2.332594680858504,2.1377656340813287,1.510565241893784
hundred,2.307137019350339,4.075115739967533,3.195426473236851
thrown,2.3055682817455185,1.503116461463434,0.9876772735459357
sign,2.3055682817455185,1.503116461463434,0.9876772735459357
adding,2.301607884290102,0.3340258803252076,0.11619732629952186
attending,2.301607884290102,0.3340258803252076,0.11619732629952186
fix,2.301607884290102,0.3340258803252076,0.11619732629952186
apologize,2.301607884290102,0.3340258803252076,0.11619732629952186
entertain,2.301607884290102,0.3340258803252076,0.11619732629952186
wear,2.301607884290102,0.3340258803252076,0.11619732629952186
eighteen,2.301607884290102,0.3340258803252076,0.11619732629952186
indecision,2.301607884290102,0.3340258803252076,0.11619732629952186
belongings,2.301607884290102,0.3340258803252076,0.11619732629952186
crosses,2.301607884290102,0.3340258803252076,0.11619732629952186
solemnly,2.301607884290102,0.3340258803252076,0.11619732629952186
willing,2.301607884290102,0.3340258803252076,0.11619732629952186
awakened,2.301607884290102,0.3340258803252076,0.11619732629952186
lowest,2.301607884290102,0.3340258803252076,0.11619732629952186
trained,2.301607884290102,0.3340258803252076,0.11619732629952186
cathedral,2.301607884290102,0.3340258803252076,0.11619732629952186
menacing,2.301607884290102,0.3340258803252076,0.11619732629952186
ruins,2.301607884290102,0.3340258803252076,0.11619732629952186
century,2.301607884290102,0.3340258803252076,0.11619732629952186
ascended,2.301607884290102,0.3340258803252076,0.11619732629952186
applied,2.301607884290102,0.3340258803252076,0.11619732629952186
vehicle,2.301607884290102,0.3340258803252076,0.11619732629952186
display,2.301607884290102,0.3340258803252076,0.11619732629952186
contradictory,2.301607884290102,0.3340258803252076,0.11619732629952186
court,2.2958778788537995,2.3381811622764532,1.6848612313430669
feet,2.2797996805799485,3.741089859642325,2.904933157488046
lip,2.2793646761646453,0.835064700813019,0.4647893051980874
danced,2.2793646761646453,0.835064700813019,0.4647893051980874
gathered,2.270545504079898,1.5699216375284757,1.0457759366956967
many,2.2569245516231504,7.849608187642379,6.623247599072745
calm,2.253653212306528,2.8726225707967856,2.1496505365411545
accepted,2.2074779320835844,1.2024931691707472,0.755282620946892
accomplished,2.170415443249655,0.6680517606504152,0.3485919788985655
increasing,2.170415443249655,0.6680517606504152,0.3485919788985655
coach,2.170415443249655,0.6680517606504152,0.3485919788985655
sons,2.170415443249655,0.6680517606504152,0.3485919788985655
pose,2.170415443249655,0.6680517606504152,0.3485919788985655
roar,2.170415443249655,0.6680517606504152,0.3485919788985655
shawl,2.170415443249655,0.6680517606504152,0.3485919788985655
la,2.1692300850099215,1.8371423417886417,1.2781705892947401
head,2.1478369082142805,18.90586482640675,17.02290830287995
reproached,2.1312335859766094,0.5010388204878113,0.2323946525990437
merged,2.1312335859766094,0.5010388204878113,0.2323946525990437
companies,2.1312335859766094,0.5010388204878113,0.2323946525990437
recent,2.1312335859766094,0.5010388204878113,0.2323946525990437
limit,2.1312335859766094,0.5010388204878113,0.2323946525990437
folded,2.1312335859766094,0.5010388204878113,0.2323946525990437
civilian,2.1312335859766094,0.5010388204878113,0.2323946525990437
terribly,2.1312335859766094,0.5010388204878113,0.2323946525990437
finds,2.1312335859766094,0.5010388204878113,0.2323946525990437
feverish,2.1312335859766094,0.5010388204878113,0.2323946525990437
firmness,2.1312335859766094,0.5010388204878113,0.2323946525990437
positions,2.1312335859766094,0.5010388204878113,0.2323946525990437
wiped,2.1312335859766094,0.5010388204878113,0.2323946525990437
wooden,2.1312335859766094,0.5010388204878113,0.2323946525990437
period,2.1135892615116294,1.3361035213008303,0.8714799472464139
handkerchief,2.1135892615116294,1.3361035213008303,0.8714799472464139
snow,2.100576877825528,2.1711682221138493,1.568663905043545
confident,2.095616414466023,0.968675052943102,0.5809866314976092
laughter,2.0790157280697326,2.371583750308974,1.7429598944928277
lost,2.0784340156209176,4.6763623245529065,3.77641310473446
pressed,2.06457019196824,2.7056096306341817,2.0334532102416323
cap,2.0641587653905873,2.7724148066992234,2.0915518733913934
repeating,2.0442643192937044,1.4697138734309132,0.9876772735459357
example,2.0387612382037723,0.7348569367154566,0.40669064204832645
given,2.0354754843703837,6.012465845853736,4.996485030879439
inevitable,2.027498052730885,1.0354802290081435,0.6390852946473701
someone,2.0144235525207357,4.208726092097615,3.3697224626861337
members,1.9926585136292871,1.6033242255609965,1.1038745998454575
offered,1.9926585136292871,1.6033242255609965,1.1038745998454575
everywhere,1.972027350009025,1.670129401626038,1.1619732629952184
governor,1.9707563766700904,1.1022854050731852,0.697183957797131
muddy,1.9380972421709304,0.5678439965528529,0.2904933157488046
crowding,1.9380972421709304,0.5678439965528529,0.2904933157488046
je,1.9380972421709304,0.5678439965528529,0.2904933157488046
fortnight,1.9380972421709304,0.5678439965528529,0.2904933157488046
thanked,1.9380972421709304,0.5678439965528529,0.2904933157488046
visited,1.9380972421709304,0.5678439965528529,0.2904933157488046
asking,1.9365510789027098,3.540674331447201,2.788735831188524
sleeves,1.9361385826838022,0.8016621127804983,0.4647893051980874
distant,1.9361385826838022,0.8016621127804983,0.4647893051980874
tiptoe,1.9361385826838022,0.8016621127804983,0.4647893051980874
amused,1.9361385826838022,0.8016621127804983,0.4647893051980874
devotion,1.9361385826838022,0.8016621127804983,0.4647893051980874
negotiations,1.9352826863443413,0.40083105639024913,0.17429598944928276
corners,1.9352826863443413,0.40083105639024913,0.17429598944928276
attract,1.9352826863443413,0.40083105639024913,0.17429598944928276
realizing,1.9352826863443413,0.40083105639024913,0.17429598944928276
piercing,1.9352826863443413,0.40083105639024913,0.17429598944928276
trains,1.9352826863443413,0.40083105639024913,0.17429598944928276
towns,1.9352826863443413,0.40083105639024913,0.17429598944928276
careless,1.9352826863443413,0.40083105639024913,0.17429598944928276
wills,1.9352826863443413,0.40083105639024913,0.17429598944928276
fulfilled,1.9352826863443413,0.40083105639024913,0.17429598944928276
fourteen,1.9352826863443413,0.40083105639024913,0.17429598944928276
hum,1.9352826863443413,0.40083105639024913,0.17429598944928276
faithful,1.9352826863443413,0.40083105639024913,0.17429598944928276
depend,1.9352826863443413,0.40083105639024913,0.17429598944928276
midst,1.923150850809101,1.1690905811382266,0.755282620946892
clouds,1.923150850809101,1.1690905811382266,0.755282620946892
sky,1.8978450989404632,2.070960458016287,1.510565241893784
written,1.8864571657523754,2.2045708101463704,1.6267625681933058
friendship,1.88299502213491,1.235895757203268,0.8133812840966529
guests,1.8796942950519497,2.3381811622764532,1.7429598944928277
whispered,1.8781835116059487,2.6722070426016606,2.0334532102416323
pressing,1.8489946927619396,1.3027009332683097,0.8714799472464139
food,1.8201398342209387,1.3695061093333512,0.9295786103961748
traveling,1.7986144587443986,0.6346491726178944,0.3485919788985655
incessantly,1.7986144587443986,0.6346491726178944,0.3485919788985655
dawn,1.7986144587443986,0.6346491726178944,0.3485919788985655
hurrying,1.7986144587443986,0.6346491726178944,0.3485919788985655
stomach,1.7986144587443986,0.6346491726178944,0.3485919788985655
breeches,1.7986144587443986,0.6346491726178944,0.3485919788985655
fog,1.7986144587443986,0.6346491726178944,0.3485919788985655
card,1.7986144587443986,0.6346491726178944,0.3485919788985655
current,1.7986144587443986,0.6346491726178944,0.3485919788985655
depths,1.7986144587443986,0.6346491726178944,0.3485919788985655
audible,1.7986144587443986,0.6346491726178944,0.3485919788985655
self,1.7961967754311914,4.609557148487865,3.77641310473446
dared,1.788751119591681,0.9352724649105812,0.5809866314976092
autumn,1.788751119591681,0.9352724649105812,0.5809866314976092
able,1.7861116622496596,3.5740769194797215,2.8468344943382853
followed,1.7854005521963963,4.542751972422823,3.7183144415846994
gratefully,1.775592025431612,0.3006232922926868,0.11619732629952186
dozens,1.775592025431612,0.3006232922926868,0.11619732629952186
renewed,1.775592025431612,0.3006232922926868,0.11619732629952186
bedstead,1.775592025431612,0.3006232922926868,0.11619732629952186
roi,1.775592025431612,0.3006232922926868,0.11619732629952186
protected,1.775592025431612,0.3006232922926868,0.11619732629952186
nurse's,1.775592025431612,0.3006232922926868,0.11619732629952186
escaping,1.775592025431612,0.3006232922926868,0.11619732629952186
accompanying,1.775592025431612,0.3006232922926868,0.11619732629952186
suited,1.775592025431612,0.3006232922926868,0.11619732629952186
romantic,1.775592025431612,0.3006232922926868,0.11619732629952186
reappeared,1.775592025431612,0.3006232922926868,0.11619732629952186
expectations,1.775592025431612,0.3006232922926868,0.11619732629952186
assuming,1.775592025431612,0.3006232922926868,0.11619732629952186
hey,1.775592025431612,0.3006232922926868,0.11619732629952186
jingling,1.775592025431612,0.3006232922926868,0.11619732629952186
melted,1.775592025431612,0.3006232922926868,0.11619732629952186
fruit,1.775592025431612,0.3006232922926868,0.11619732629952186
violence,1.775592025431612,0.3006232922926868,0.11619732629952186
hairy,1.775592025431612,0.3006232922926868,0.11619732629952186
briefly,1.775592025431612,0.3006232922926868,0.11619732629952186
elders,1.775592025431612,0.3006232922926868,0.11619732629952186
ignorance,1.775592025431612,0.3006232922926868,0.11619732629952186
sufficiently,1.775592025431612,0.3006232922926868,0.11619732629952186
betraying,1.775592025431612,0.3006232922926868,0.11619732629952186
seventy,1.775592025431612,0.3006232922926868,0.11619732629952186
queen,1.775592025431612,0.3006232922926868,0.11619732629952186
deliver,1.775592025431612,0.3006232922926868,0.11619732629952186
aunt,1.774824615008118,1.503116461463434,1.0457759366956967
carried,1.74836218519291,3.2400510391545136,2.5563411785894803
burst,1.742332290146905,1.6367268135935171,1.1619732629952184
interrupted,1.7415574123251556,3.173245863089472,2.4982425154397196
copied,1.724329976880365,0.20041552819512456,0.05809866314976093
noses,1.724329976880365,0.20041552819512456,0.05809866314976093
combined,1.724329976880365,0.20041552819512456,0.05809866314976093
oblige,1.724329976880365,0.20041552819512456,0.05809866314976093
untrue,1.724329976880365,0.20041552819512456,0.05809866314976093
wooded,1.724329976880365,0.20041552819512456,0.05809866314976093
tumbler,1.724329976880365,0.20041552819512456,0.05809866314976093
ascending,1.724329976880365,0.20041552819512456,0.05809866314976093
claim,1.724329976880365,0.20041552819512456,0.05809866314976093
condemn,1.724329976880365,0.20041552819512456,0.05809866314976093
occasioned,1.724329976880365,0.20041552819512456,0.05809866314976093
misunderstandings,1.724329976880365,0.20041552819512456,0.05809866314976093
depriving,1.724329976880365,0.20041552819512456,0.05809866314976093
whiteness,1.724329976880365,0.20041552819512456,0.05809866314976093
family's,1.724329976880365,0.20041552819512456,0.05809866314976093
livelier,1.724329976880365,0.20041552819512456,0.05809866314976093
pauvre,1.724329976880365,0.20041552819512456,0.05809866314976093
shutters,1.724329976880365,0.20041552819512456,0.05809866314976093
recognizes,1.724329976880365,0.20041552819512456,0.05809866314976093
cords,1.724329976880365,0.20041552819512456,0.05809866314976093
consult,1.724329976880365,0.20041552819512456,0.05809866314976093
coachmen,1.724329976880365,0.20041552819512456,0.05809866314976093
contemptible,1.724329976880365,0.20041552819512456,0.05809866314976093
skillfully,1.724329976880365,0.20041552819512456,0.05809866314976093
proudly,1.724329976880365,0.20041552819512456,0.05809866314976093
heavier,1.724329976880365,0.20041552819512456,0.05809866314976093
ally,1.724329976880365,0.20041552819512456,0.05809866314976093
inheritance,1.724329976880365,0.20041552819512456,0.05809866314976093
eagle,1.724329976880365,0.20041552819512456,0.05809866314976093
shabby,1.724329976880365,0.20041552819512456,0.05809866314976093
variously,1.724329976880365,0.20041552819512456,0.05809866314976093
